Pump_ID,Temperature,Vibration,Pressure,Flow_Rate,RPM,Operational_Hours,Maintenance_Flag,Zone_ID,Block_ID,Pipeline_ID,Location_Code,Latitude,Longitude
3,67.61160797,3.857924445,179.1712296,7.780810516,1803.322458,5583.911471,1,Zone_2,Block_4,Pipe_2,Zone_2_Block_4_Pipe_2,25.384665661175998,55.26838315927085
4,71.68009138,4.860904594,179.8636245,14.13042303,1813.848317,2554.868832,1,Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.389689609922367,55.331290153986366
3,126.6016361,1.976356263,267.3192525,3.557409528,1976.662241,8377.683863,1,Zone_2,Block_3,Pipe_3,Zone_2_Block_3_Pipe_3,25.342519204434936,55.24813867890932
4,146.5254048,1.506294495,258.721123,16.97303757,1077.354869,613.1657552,0,Zone_5,Block_4,Pipe_1,Zone_5_Block_4_Pipe_1,25.27959754525911,55.20702599800808
4,85.2020334,0.465153701,154.3586116,12.24058588,2855.504769,500.1810507,1,Zone_2,Block_3,Pipe_1,Zone_2_Block_3_Pipe_1,25.191384130752013,55.2568198488146
4,115.9448264,0.629334334,147.2404975,8.043904623,2673.565179,9937.303415,0,Zone_4,Block_4,Pipe_2,Zone_4_Block_4_Pipe_2,25.129301634201916,55.22826230550756
1,95.86523168,3.12930549,246.7844546,7.61818641,1944.885549,1471.193839,1,Zone_4,Block_2,Pipe_2,Zone_4_Block_2_Pipe_2,25.305269907953647,55.10762573802323
2,79.15405276,3.961397228,234.6308741,4.03155744,2062.955185,272.3668009,0,Zone_4,Block_1,Pipe_2,Zone_4_Block_1_Pipe_2,25.23204574812188,55.13236742809799
4,97.47871695,3.622966357,138.8626752,14.1896408,2769.091874,6665.728448,0,Zone_4,Block_3,Pipe_3,Zone_4_Block_3_Pipe_3,25.136611470453435,55.10942875570602
1,123.3553177,0.986115337,280.9747945,19.30444835,2798.211216,5091.790631,1,Zone_5,Block_1,Pipe_2,Zone_5_Block_1_Pipe_2,25.146805592132733,55.184280352906214
3,54.0264501,4.005293345,293.1371786,4.427438861,1482.309082,3593.311106,0,Zone_3,Block_2,Pipe_3,Zone_3_Block_2_Pipe_3,25.23682099526511,55.1932946965147
1,140.834049,4.867180444,282.1204174,6.434472095,1559.415224,2856.75676,1,Zone_1,Block_4,Pipe_1,Zone_1_Block_4_Pipe_1,25.209908552988107,55.11906750508581
4,102.2903794,3.343300302,134.704166,6.757253378,2235.817183,4234.80336,0,Zone_4,Block_1,Pipe_3,Zone_4_Block_1_Pipe_3,25.24855307303338,55.29092312337913
2,71.87674475,4.993011399,255.9762648,6.153800524,1638.325173,2959.841806,0,Zone_2,Block_4,Pipe_2,Zone_2_Block_4_Pipe_2,25.384665661175998,55.26838315927085
3,104.9499157,2.128255696,264.5149765,9.851081426,2765.036388,3165.748068,0,Zone_4,Block_2,Pipe_3,Zone_4_Block_2_Pipe_3,25.229583505592636,55.20753971856328
5,100.621589,3.423187742,228.5259695,9.897595427,2395.898897,396.2512892,1,Zone_2,Block_3,Pipe_3,Zone_2_Block_3_Pipe_3,25.342519204434936,55.24813867890932
1,101.3636689,0.330143206,272.8072665,9.178292793,1668.236608,7538.501326,0,Zone_2,Block_2,Pipe_2,Zone_2_Block_2_Pipe_2,25.349732792240125,55.10165663513708
5,123.9293769,0.68407843,204.4906959,11.54823001,2157.018416,5962.996734,0,Zone_4,Block_1,Pipe_2,Zone_4_Block_1_Pipe_2,25.23204574812188,55.13236742809799
3,130.847796,3.09144904,109.6321892,14.33996105,1568.905271,2116.885336,0,Zone_5,Block_1,Pipe_1,Zone_5_Block_1_Pipe_1,25.110316556334567,55.1943067943229
1,52.81537114,1.010659019,178.1515217,19.70547925,2536.692203,5195.109983,0,Zone_2,Block_1,Pipe_3,Zone_2_Block_1_Pipe_3,25.372796120623633,55.25257120734941
1,144.7718834,2.282313284,119.9425839,9.499765738,2150.96033,1472.440175,1,Zone_2,Block_4,Pipe_1,Zone_2_Block_4_Pipe_1,25.113935123816,55.24166447754858
1,59.07429324,3.430338614,268.1731525,14.40661169,1430.972733,8271.113281,1,Zone_4,Block_3,Pipe_1,Zone_4_Block_3_Pipe_1,25.187643394560567,55.199269407455795
3,114.3425718,4.541198805,182.2449527,14.30577676,2519.160089,8374.552601,1,Zone_2,Block_1,Pipe_3,Zone_2_Block_1_Pipe_3,25.372796120623633,55.25257120734941
5,142.6429048,4.590793212,116.3114098,7.132717622,2157.846839,9772.670291,0,Zone_2,Block_1,Pipe_1,Zone_2_Block_1_Pipe_1,25.177633994480004,55.37226994217783
2,145.2837549,1.321919258,290.4279613,12.27489808,2596.738778,6234.559197,1,Zone_4,Block_1,Pipe_3,Zone_4_Block_1_Pipe_3,25.24855307303338,55.29092312337913
3,127.7667155,0.583178984,293.6061212,7.860074026,2208.328806,6699.884572,0,Zone_4,Block_2,Pipe_1,Zone_4_Block_2_Pipe_1,25.28226345557043,55.13587827378149
5,104.9661076,3.89880398,242.3721098,19.57681076,2431.844907,6148.131971,0,Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.389689609922367,55.331290153986366
1,88.24483571,4.145777809,286.1067993,7.174383042,2041.34927,6519.896781,1,Zone_5,Block_2,Pipe_3,Zone_5_Block_2_Pipe_3,25.390972955648596,55.15961470446025
4,92.83835871,2.934997468,149.7566488,0.767882759,1512.306946,665.3352248,0,Zone_5,Block_1,Pipe_2,Zone_5_Block_1_Pipe_2,25.146805592132733,55.184280352906214
5,65.33505631,0.660367921,130.0519332,8.986669388,1939.83517,858.0607806,0,Zone_2,Block_2,Pipe_3,Zone_2_Block_2_Pipe_3,25.25742692948967,55.12221339552023
5,112.2187749,0.688803072,113.4680101,6.868010045,2800.367839,6264.537143,0,Zone_5,Block_4,Pipe_2,Zone_5_Block_4_Pipe_2,25.15502135295603,55.31870215041229
4,78.55918969,3.723463624,158.5199245,14.61945119,2821.7018,3281.275379,0,Zone_2,Block_4,Pipe_3,Zone_2_Block_4_Pipe_3,25.15454749016213,55.31205720315428
1,73.44353157,2.434940265,266.7722519,8.356599472,1792.405072,948.8776882,1,Zone_1,Block_2,Pipe_3,Zone_1_Block_2_Pipe_3,25.187368742059412,55.13476071785754
5,75.23657215,4.703034042,229.0054936,8.805051097,1569.191216,122.4182618,0,Zone_4,Block_3,Pipe_2,Zone_4_Block_3_Pipe_2,25.283555868416713,55.35893102776268
4,91.2287489,2.611515463,112.485902,15.67978087,1986.543337,927.7637928,1,Zone_4,Block_3,Pipe_2,Zone_4_Block_3_Pipe_2,25.283555868416713,55.35893102776268
5,54.7885992,2.633328843,158.1195303,19.82127749,1180.203038,2966.021208,0,Zone_4,Block_2,Pipe_3,Zone_4_Block_2_Pipe_3,25.229583505592636,55.20753971856328
2,61.68227444,3.419918084,113.6278924,7.137819756,2921.606091,726.2254089,1,Zone_5,Block_4,Pipe_3,Zone_5_Block_4_Pipe_3,25.298756685306195,55.17478766874466
5,95.09898483,2.916394418,119.4558492,1.037317286,2076.543604,2256.405223,0,Zone_1,Block_2,Pipe_3,Zone_1_Block_2_Pipe_3,25.187368742059412,55.13476071785754
2,99.68644639,1.54724258,210.722389,16.23129223,2550.791258,186.5357469,1,Zone_5,Block_3,Pipe_2,Zone_5_Block_3_Pipe_2,25.193513322826824,55.22311487691069
4,134.7940399,0.753439774,165.4713179,6.030622189,1071.282514,9779.875722,0,Zone_5,Block_2,Pipe_3,Zone_5_Block_2_Pipe_3,25.390972955648596,55.15961470446025
5,123.3411071,4.218227877,205.7784017,6.055689839,2293.211913,7599.25485,0,Zone_1,Block_4,Pipe_2,Zone_1_Block_4_Pipe_2,25.256020406353343,55.326665341562915
2,98.87993442,0.569343523,171.5669515,13.03601452,1895.403028,6917.388972,1,Zone_1,Block_3,Pipe_1,Zone_1_Block_3_Pipe_1,25.264013083802983,55.168639449647486
1,54.51984691,4.40727488,247.4702166,9.852617627,2482.574999,7437.121975,1,Zone_1,Block_3,Pipe_2,Zone_1_Block_3_Pipe_2,25.277724370658614,55.3661638227729
5,122.6299313,0.114051063,109.1397028,15.93051739,1617.77192,9017.82338,1,Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.389689609922367,55.331290153986366
2,105.1414918,1.518010607,186.9347811,2.324300918,2800.353122,8954.798105,1,Zone_4,Block_1,Pipe_3,Zone_4_Block_1_Pipe_3,25.24855307303338,55.29092312337913
5,138.3447618,1.68459388,149.2803006,19.96688521,1566.954475,5540.200968,1,Zone_3,Block_3,Pipe_3,Zone_3_Block_3_Pipe_3,25.10617534828874,55.331673430788996
4,82.58801055,0.361477829,255.357499,5.174322541,1210.882315,8993.564239,1,Zone_3,Block_3,Pipe_2,Zone_3_Block_3_Pipe_2,25.155456336657657,55.12309397294864
5,65.17440532,2.719740217,167.8309691,14.76240505,1719.632372,530.5303309,0,Zone_1,Block_2,Pipe_1,Zone_1_Block_2_Pipe_1,25.390875388329366,55.18692543587413
1,98.86425472,0.518806702,145.4205837,15.67378892,2094.913366,9768.378505,1,Zone_3,Block_4,Pipe_3,Zone_3_Block_4_Pipe_3,25.332539847008334,55.1483663861762
5,74.58198075,1.045916652,147.8521699,2.612065893,1183.470005,1630.665752,1,Zone_3,Block_3,Pipe_3,Zone_3_Block_3_Pipe_3,25.10617534828874,55.331673430788996
1,142.9049565,3.105694434,131.9038391,3.991092043,2878.51898,4610.848394,1,Zone_1,Block_4,Pipe_1,Zone_1_Block_4_Pipe_1,25.209908552988107,55.11906750508581
3,142.1644623,3.174470264,198.1255442,15.21899627,1562.026823,8523.376607,0,Zone_3,Block_3,Pipe_3,Zone_3_Block_3_Pipe_3,25.10617534828874,55.331673430788996
3,109.6080844,2.214076653,129.8548094,18.40333981,2824.022185,767.4604954,1,Zone_5,Block_4,Pipe_3,Zone_5_Block_4_Pipe_3,25.298756685306195,55.17478766874466
3,144.8800723,2.381715282,101.2289017,13.56857124,2756.409372,228.112573,1,Zone_2,Block_1,Pipe_2,Zone_2_Block_1_Pipe_2,25.146798356100863,55.26280882494748
1,57.30252853,4.58209615,243.3533479,6.974468171,2105.467686,8547.808951,0,Zone_2,Block_3,Pipe_3,Zone_2_Block_3_Pipe_3,25.342519204434936,55.24813867890932
2,86.55993603,0.729021386,269.3779237,12.82870242,2842.224958,1698.807468,1,Zone_1,Block_2,Pipe_1,Zone_1_Block_2_Pipe_1,25.390875388329366,55.18692543587413
2,127.2195538,2.548726057,163.3811679,2.694378865,2521.029295,6779.638407,1,Zone_4,Block_4,Pipe_3,Zone_4_Block_4_Pipe_3,25.163701733203485,55.34463842853645
5,95.94615673,1.064090091,233.7008601,13.05126766,1049.538038,7166.148639,1,Zone_1,Block_3,Pipe_2,Zone_1_Block_3_Pipe_2,25.277724370658614,55.3661638227729
5,130.8799518,0.429281469,140.1583874,11.17734377,2734.643369,8346.673783,0,Zone_4,Block_1,Pipe_3,Zone_4_Block_1_Pipe_3,25.24855307303338,55.29092312337913
3,60.00299418,4.212574893,273.1008229,0.939904244,2835.329404,1187.114788,0,Zone_2,Block_1,Pipe_1,Zone_2_Block_1_Pipe_1,25.177633994480004,55.37226994217783
4,67.29297638,4.799182995,171.8503552,17.32804385,2717.641532,4614.450487,1,Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.381849682469255,55.37890929570277
2,135.8874739,2.396768002,167.2033363,13.22938284,1159.853694,886.4827867,1,Zone_5,Block_1,Pipe_1,Zone_5_Block_1_Pipe_1,25.110316556334567,55.1943067943229
3,59.77550038,1.591429241,253.794156,0.797984718,2891.072834,649.3831508,1,Zone_3,Block_3,Pipe_2,Zone_3_Block_3_Pipe_2,25.155456336657657,55.12309397294864
4,64.88136751,0.57603312,179.4628205,9.808830132,2538.438703,7662.990419,1,Zone_4,Block_2,Pipe_3,Zone_4_Block_2_Pipe_3,25.229583505592636,55.20753971856328
5,66.46647629,1.132702643,217.5586774,16.63327956,1419.271361,5247.19145,1,Zone_3,Block_4,Pipe_3,Zone_3_Block_4_Pipe_3,25.332539847008334,55.1483663861762
2,126.0990685,0.659488975,261.850828,14.58182466,2069.261822,3050.731853,0,Zone_3,Block_2,Pipe_2,Zone_3_Block_2_Pipe_2,25.368448205128292,55.342436113869326
1,86.20177582,1.686465235,243.2375156,5.357493759,1558.01075,4628.278891,1,Zone_1,Block_4,Pipe_1,Zone_1_Block_4_Pipe_1,25.209908552988107,55.11906750508581
1,104.3272558,2.821382832,290.7982755,5.832283641,1974.049485,5351.446062,1,Zone_3,Block_2,Pipe_1,Zone_3_Block_2_Pipe_1,25.141848158195614,55.286989438048266
3,79.09632058,3.081435692,199.933249,7.995489835,1610.028272,2090.629784,1,Zone_5,Block_3,Pipe_3,Zone_5_Block_3_Pipe_3,25.254270331524083,55.291267241406565
2,111.2807978,3.726277043,155.80939,4.851356281,1122.003062,1641.60298,1,Zone_3,Block_3,Pipe_1,Zone_3_Block_3_Pipe_1,25.11742508365046,55.14227726749243
3,78.67884963,1.703543236,237.2069774,13.71010298,1939.292103,1802.860996,0,Zone_1,Block_4,Pipe_1,Zone_1_Block_4_Pipe_1,25.209908552988107,55.11906750508581
2,147.8650378,3.437495066,279.0259845,17.17373695,1122.295825,6421.341136,0,Zone_5,Block_3,Pipe_3,Zone_5_Block_3_Pipe_3,25.254270331524083,55.291267241406565
5,124.7794178,0.512159017,172.3010898,14.36845315,2403.582233,9615.434728,0,Zone_2,Block_4,Pipe_1,Zone_2_Block_4_Pipe_1,25.113935123816,55.24166447754858
2,135.5149231,0.816026944,220.6561262,5.372095737,1827.281455,7678.189597,0,Zone_3,Block_2,Pipe_1,Zone_3_Block_2_Pipe_1,25.141848158195614,55.286989438048266
3,85.24224708,1.480442445,167.3265258,12.83732264,2821.052316,8389.740683,1,Zone_1,Block_3,Pipe_3,Zone_1_Block_3_Pipe_3,25.279369993643325,55.29002112695313
1,67.7656249,0.59211954,212.115316,16.6947471,2242.373185,4233.859822,0,Zone_2,Block_3,Pipe_3,Zone_2_Block_3_Pipe_3,25.342519204434936,55.24813867890932
3,90.87207355,2.606834614,294.8902438,13.44032067,1250.739217,3265.53678,1,Zone_2,Block_4,Pipe_1,Zone_2_Block_4_Pipe_1,25.113935123816,55.24166447754858
3,89.39408723,2.576881308,285.9319723,7.068134776,2000.743745,3102.944091,0,Zone_4,Block_4,Pipe_3,Zone_4_Block_4_Pipe_3,25.163701733203485,55.34463842853645
5,146.9072954,0.480085349,243.7501453,11.19525928,1553.038502,8594.053861,0,Zone_5,Block_4,Pipe_1,Zone_5_Block_4_Pipe_1,25.27959754525911,55.20702599800808
2,57.67877389,1.006026515,226.7686423,10.37714905,1493.163489,4527.375985,0,Zone_3,Block_4,Pipe_1,Zone_3_Block_4_Pipe_1,25.376562270506934,55.361438177056314
4,146.1829623,4.423362973,201.2268791,17.3150542,2971.602062,1259.562089,0,Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.389689609922367,55.331290153986366
1,135.4465384,4.739328274,167.0711954,1.647173873,2437.568152,142.7075739,0,Zone_4,Block_4,Pipe_1,Zone_4_Block_4_Pipe_1,25.21236203565421,55.216603186906845
4,61.10798824,2.354000878,160.4049537,9.580220229,2422.525291,9454.482379,0,Zone_5,Block_1,Pipe_3,Zone_5_Block_1_Pipe_3,25.126547750615575,55.34110162306973
5,130.0028372,1.547732268,208.5945408,7.449526214,1916.780425,7374.851875,1,Zone_4,Block_2,Pipe_3,Zone_4_Block_2_Pipe_3,25.229583505592636,55.20753971856328
2,143.7256103,2.55558647,122.0642842,15.85829893,1412.565423,6813.257463,0,Zone_5,Block_4,Pipe_2,Zone_5_Block_4_Pipe_2,25.15502135295603,55.31870215041229
5,81.96335098,1.23237496,243.8873907,15.86481825,1774.235826,5187.84755,0,Zone_5,Block_1,Pipe_3,Zone_5_Block_1_Pipe_3,25.126547750615575,55.34110162306973
2,91.20527778,1.338884672,266.3198558,16.34342722,2427.905608,9526.894907,0,Zone_3,Block_1,Pipe_2,Zone_3_Block_1_Pipe_2,25.31959818254342,55.34862125274558
2,90.94127196,0.81569904,268.1362038,13.94223838,2988.690062,9476.218924,0,Zone_5,Block_1,Pipe_1,Zone_5_Block_1_Pipe_1,25.110316556334567,55.1943067943229
2,127.0904228,4.472185151,241.0635558,12.78723705,2871.271311,1333.542162,0,Zone_4,Block_3,Pipe_3,Zone_4_Block_3_Pipe_3,25.136611470453435,55.10942875570602
3,82.60525797,2.800893339,221.7957581,11.52698356,1048.5071,4103.38555,1,Zone_5,Block_1,Pipe_1,Zone_5_Block_1_Pipe_1,25.110316556334567,55.1943067943229
3,100.2897687,2.354441193,161.6024697,11.42220271,1374.117545,674.6979237,1,Zone_3,Block_4,Pipe_2,Zone_3_Block_4_Pipe_2,25.15990213464751,55.318881853501416
2,74.2048529,1.096814258,247.2253397,1.509483955,1112.884199,2155.524007,0,Zone_3,Block_4,Pipe_3,Zone_3_Block_4_Pipe_3,25.332539847008334,55.1483663861762
5,142.4533611,4.982096224,255.101557,8.11802328,1418.226477,7823.811978,0,Zone_4,Block_4,Pipe_3,Zone_4_Block_4_Pipe_3,25.163701733203485,55.34463842853645
3,141.1327095,1.336434992,187.9161409,14.45240376,1883.338965,3009.476392,0,Zone_2,Block_1,Pipe_3,Zone_2_Block_1_Pipe_3,25.372796120623633,55.25257120734941
1,101.2757771,2.531880045,268.0936423,4.638946596,2896.506198,7362.340377,1,Zone_2,Block_1,Pipe_3,Zone_2_Block_1_Pipe_3,25.372796120623633,55.25257120734941
2,138.8462635,2.970831873,289.5857192,18.38561242,2126.426409,5594.37805,1,Zone_5,Block_3,Pipe_1,Zone_5_Block_3_Pipe_1,25.335552788417903,55.19755499660803
3,105.5777516,3.975880817,166.9417997,1.011835516,1631.430547,8574.759766,1,Zone_1,Block_2,Pipe_3,Zone_1_Block_2_Pipe_3,25.187368742059412,55.13476071785754
4,76.7351568,2.057193919,126.089346,10.37069271,1719.312702,3311.287639,1,Zone_5,Block_3,Pipe_2,Zone_5_Block_3_Pipe_2,25.193513322826824,55.22311487691069
2,90.04855147,1.200906577,124.62982,0.696142279,2779.400379,6455.108019,1,Zone_4,Block_4,Pipe_3,Zone_4_Block_4_Pipe_3,25.163701733203485,55.34463842853645
5,115.5774142,0.847294842,106.900911,6.033322333,2353.570236,5181.955011,0,Zone_4,Block_4,Pipe_2,Zone_4_Block_4_Pipe_2,25.129301634201916,55.22826230550756
5,140.668771,3.907737694,157.2660358,1.937552699,2299.06036,6124.864326,1,Zone_4,Block_4,Pipe_2,Zone_4_Block_4_Pipe_2,25.129301634201916,55.22826230550756
5,52.51218091,0.31768557,145.1401861,2.955759046,1508.284733,4376.049646,0,Zone_4,Block_3,Pipe_1,Zone_4_Block_3_Pipe_1,25.187643394560567,55.199269407455795
5,67.07129319,3.695184085,298.7250078,8.504857253,1423.40365,5702.315033,1,Zone_4,Block_4,Pipe_3,Zone_4_Block_4_Pipe_3,25.163701733203485,55.34463842853645
1,138.9981543,2.158384188,241.5279154,13.72388508,2107.857564,1021.92629,1,Zone_3,Block_4,Pipe_2,Zone_3_Block_4_Pipe_2,25.15990213464751,55.318881853501416
3,70.37825069,0.326529109,298.3528045,2.928920856,1277.715005,7058.867302,0,Zone_2,Block_4,Pipe_3,Zone_2_Block_4_Pipe_3,25.15454749016213,55.31205720315428
3,146.7026168,1.13024347,293.0491141,4.842893138,2262.568079,9758.253386,1,Zone_4,Block_1,Pipe_1,Zone_4_Block_1_Pipe_1,25.312421773338812,55.396066080980155
