Zone,Block,Pipe,Location_Code,Latitude,Longitude,Total_Records,Total_Leaks,Leak_Rate,Avg_Pressure,Avg_Flow_Rate
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.204953938498228,55.27957633,1,0,0,72.52842634427483,89.28624754082016
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.205017246551105,55.26762042178979,1,0,0,80.86047049537115,83.63106005
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.20511755778224,55.271502491534136,1,0,0,65.43600154594432,119.63017865738932
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.205734919395866,55.26814880936137,1,0,0,69.7255445,67.45862495
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.206417307364447,55.27789689004725,1,0,0,66.95863839093785,58.70184253593607
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.20664647299047,55.27291760592668,1,0,0,49.50344501090059,76.65092617350035
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.20669435370177,55.27214832027747,1,0,0,62.08863595004755,112.77642342554168
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.20670082856838,55.27432396507486,1,1,1,52.84240010889248,95.32437146599922
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.20678329029332,55.27710257473535,1,0,0,76.15582823548232,79.33590020233027
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.207349928795097,55.27134437665638,1,0,0,69.26177547531641,90.54713813330004
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.20751805994382,55.27339438430617,1,0,0,56.97819413017378,75.17370944014688
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.207629755475207,55.26413614022052,1,0,0,59.94439706,94.08435767352276
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.20810801554107,55.27120895297389,1,0,0,62.49548189598077,75.47400419062046
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.208810243932117,55.27693974276889,1,0,0,66.64702745,80.78686080334165
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.209119015055904,55.269059789634426,1,0,0,54.87625759323306,51.90139832271272
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.20944390819236,55.27511514919117,1,0,0,64.58386703551484,108.5383730784434
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.209509368607414,55.27076280905282,1,0,0,68.48430882205284,101.7041621958047
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.20973002134563,55.27430251,1,0,0,46.44552496887711,73.46147796
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.210420178859184,55.26993629974039,1,0,0,52.71727797593387,83.46067623612444
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.210613001633945,55.26739566030216,1,0,0,35.73607929464792,85.19790527
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.212021178738297,55.26556344807093,1,0,0,52.60971341976767,82.36019851509616
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.212142575276435,55.26640408,1,0,0,66.90472686121512,78.18468453485653
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.212812825463324,55.266707332050615,1,0,0,71.08182816737516,66.5696844
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.213138132851835,55.279811299279686,1,0,0,61.48667457202112,78.28160859
Zone_1,Block_1,Pipe_1,Zone_1_Block_1_Pipe_1,25.215454547330378,55.26221132149987,1,0,0,59.379959906339685,76.68602412590582
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.195540401231103,55.27230861932573,1,0,0,70.58118325,64.62171371
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.196321700479288,55.27546231161735,1,0,0,50.92436337958402,83.88154707865883
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.19773094476964,55.27170976940297,1,1,1,46.92630217769036,94.92751497737908
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.19804158501665,55.27660303464432,1,0,0,51.22017413243439,85.96095535188851
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.199402024105066,55.27007576882514,1,0,0,58.92697855995771,74.49194098682378
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.199618093091058,55.27629876128292,1,0,0,80.52972024501663,90.98226839082103
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.19979393669879,55.28037697986659,1,0,0,54.35752401342612,94.36990912220028
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.200031986562102,55.273566156281234,1,0,0,69.64851633097457,82.80485314586997
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.20011446055848,55.267385900776695,1,0,0,47.70816402199584,87.75237898736677
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.20040252883929,55.27304469020457,1,0,0,67.11614878088889,72.10202469355936
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.20042002733664,55.269293559665456,1,0,0,34.46078865098045,73.51557231339005
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.202589879918893,55.27331255760078,1,1,1,39.50058721422522,91.83612802099864
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.20355481713583,55.26998201206156,1,0,0,68.89630795623437,82.64225677831539
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.20372894279788,55.26597047072365,1,0,0,59.37360422672765,65.14065164934114
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.20444341,55.26479272,1,0,0,57.55843364709352,67.96700887947232
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.204736866214564,55.26737628557681,1,0,0,54.28253958043938,115.1843624284466
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.204757830112445,55.265112836989246,1,1,1,40.12431085399108,102.17107847534666
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.204886838751023,55.26952322009334,1,0,0,75.43243528272188,79.37994192786245
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.204963985637985,55.26901348925228,1,0,0,68.2206016,72.44645571638424
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.20503748718668,55.26787333902389,1,0,0,53.48581996385552,112.67843260987492
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.20540778786573,55.27296102,1,0,0,65.03252064749505,76.81633535240104
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.20587343,55.26775944749865,1,0,0,61.429430947637066,66.64146784113478
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.205957855754487,55.26750713862796,1,0,0,54.10107682244392,79.79745133110535
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.206205781272896,55.27429677924531,1,0,0,64.09636118683994,60.7290835
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.206246788095044,55.269250144312736,1,0,0,53.82358323066303,81.36687300880065
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.20647491910715,55.27884844560632,1,0,0,54.13468730436065,58.37134465832286
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.206515207908463,55.27363543488409,1,0,0,57.11341361079862,66.42578251
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.207102963441613,55.26603454650932,1,0,0,58.37876024520141,78.07402601123587
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.20713617625119,55.270525539001234,1,0,0,59.75767166130308,85.99994829
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.208263373993827,55.26880743817699,1,1,1,46.474913105592776,99.8405483
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.209023660155957,55.267906396538415,1,0,0,71.93112945851028,56.38487423402056
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.20905909078362,55.258453597432165,1,1,1,46.18955396846225,99.11660341773356
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.20981212509037,55.27514052798797,1,0,0,39.49642543,78.27217506835281
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.20994011938608,55.26364842144742,1,0,0,64.73038282160215,87.64270345894529
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.210139346040904,55.26025359958246,1,0,0,55.28684278848882,83.40543290583418
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.210374657984534,55.27182444215428,1,0,0,35.06729179669922,83.02998516135982
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.21095062713344,55.28103132810265,1,0,0,60.15182942540433,21.163996225724865
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.211093894669027,55.27069815,1,0,0,38.71265905585188,66.64346370586007
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.21154266328162,55.27446231563774,1,0,0,72.08366230593143,97.72835064
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.211571646778797,55.27212616905867,1,0,0,68.45802872562928,48.09749768301102
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.21331296,55.26648675829966,1,0,0,64.19705608357266,70.59427077953389
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.21400389448911,55.27023762471246,1,0,0,89.49094425308725,83.08183530554454
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.215338427038542,55.26416943399615,1,0,0,58.36933036056236,79.92340051959162
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.215686825051957,55.26719169456206,1,0,0,68.38940500469613,66.07670048977974
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.21600676788609,55.27108401916164,1,0,0,31.62493558602621,62.42253049291213
Zone_1,Block_1,Pipe_2,Zone_1_Block_1_Pipe_2,25.216093871962347,55.27032008544907,1,0,0,38.46657080128756,73.23045703484503
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.193512394362383,55.27360116953568,1,0,0,57.629880299873726,97.27498374571212
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.197083915687458,55.27268322748077,1,0,0,53.72686554048697,73.22538366234579
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.198458063278263,55.27262278,1,0,0,56.506832038818025,66.74196657288905
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.19930485232489,55.26087323948328,1,0,0,66.85507738790204,74.93183336789289
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.19949231,55.26892342,1,0,0,59.21769340941482,61.81014301065029
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.20063396994448,55.27043008667365,1,0,0,50.73618870018461,89.24995964706677
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.20120268209804,55.26545914999714,1,0,0,47.82717307779521,87.44951922469843
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.201343365016747,55.26850704475702,1,0,0,77.58620484195134,58.5664309
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.201391372739497,55.27822207100166,1,0,0,76.76437312275283,72.00364397
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.202373151786283,55.28017234046869,1,0,0,62.92192728326373,71.26907998860482
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.202894460549096,55.27358861958786,1,0,0,55.42698345,89.11921350508631
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.20306229497314,55.27566309253222,1,0,0,65.43479378670094,81.28269994459399
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.203822337193586,55.27280402080408,1,0,0,57.41145599630168,73.09539856138456
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.203886590501924,55.27140935550428,1,1,1,47.90305257158892,100.88058127380636
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.20459319627851,55.27715472812581,1,0,0,55.06999065341167,86.85032016095599
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.204612119742052,55.26086662551564,1,0,0,52.44208499841637,85.08463840502392
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.205465483686588,55.26230946439768,1,0,0,52.65826201221504,82.44194927149869
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.205467081214657,55.27060077786336,1,0,0,61.56693728246525,86.87583514935602
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.205533450176365,55.27157565071681,1,0,0,50.46060580603356,84.16328770240298
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.205627654637144,55.27835487903448,1,0,0,55.42366750662385,86.42529370657174
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.205973214282054,55.272329539665705,1,0,0,55.79238206318946,89.73322888855759
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.206281930324128,55.27583279902714,1,0,0,61.59462506804129,89.52650017396888
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.20687813116568,55.27819221518183,1,0,0,56.57121138442436,73.12794515237421
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.20711011031273,55.27787301264007,1,0,0,55.53566385449472,89.68835630413838
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.207708648843724,55.26688760906272,1,0,0,54.98215807188468,59.41385394
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.20787616013844,55.26882938171009,1,0,0,70.56056809066052,120.00357833480012
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.208048012575667,55.27079937788273,1,1,1,53.29884799545767,93.25410178991254
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.20818555100656,55.27330502149657,1,0,0,60.85687161,63.07113990354448
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.20829286207932,55.26519159746248,1,0,0,70.65171965714387,103.88037347864125
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.20885794,55.277654661196806,1,1,1,52.27122332176391,103.40383294296396
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.209236194694736,55.27061334,1,0,0,72.61519252535516,69.80141154879753
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.20966153281468,55.27283911926034,1,0,0,59.80362201073319,58.53753197562992
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.209766886928847,55.26741622238288,1,0,0,56.90790922950136,94.64647065797102
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.20992364297841,55.274879506028704,1,0,0,72.74875041278722,79.26755246099445
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.210690643533173,55.265829970690326,1,0,0,65.68983079185276,68.66073939962119
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.212236312728407,55.270636299544165,1,0,0,69.45211534611484,98.48492907821996
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.21423090045164,55.26855251173023,1,0,0,55.37060487974742,81.82191596299319
Zone_1,Block_1,Pipe_3,Zone_1_Block_1_Pipe_3,25.21465094399782,55.27192681636527,1,0,0,60.18401630783438,93.88515136570804
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.192464685025666,55.26944063786537,1,1,1,46.20381835211069,99.64166152103972
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.19640743938957,55.27972173593047,1,1,1,46.097780748465375,95.86941070758188
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.19644158841802,55.261772801023255,1,0,0,73.11167497802624,100.63395446456312
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.197328318892197,55.27429776931211,1,0,0,57.46323922457619,102.86957894724134
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.198423352721687,55.27396965767071,1,0,0,69.50015828669646,75.86156417839739
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.198725946878337,55.27326167562592,1,0,0,72.65707840864701,81.38082705967987
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.20007662840172,55.27022973334336,1,0,0,48.13006611694256,44.13382152074061
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.20070746096265,55.26957727819011,1,0,0,58.51030690232703,59.70701166553942
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.20195345054038,55.267559073269005,1,0,0,52.97946906122648,59.120624285724034
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.20197629028516,55.25628014537443,1,0,0,65.85904201,88.47164396471226
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.20227133967989,55.26886506468526,1,0,0,78.76170839215887,57.31206552051687
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.202835643655387,55.25957972,1,0,0,64.80260501405925,64.59122168742307
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.203089077625062,55.26714218827701,1,0,0,67.83589664798606,93.21588338
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.203147943484797,55.26678136685948,1,0,0,67.42682418359722,79.51936444
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.20320707027454,55.272292752808085,1,0,0,46.50423788448468,42.36564232257386
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.203673408253383,55.26924174648665,1,0,0,73.55442801105495,85.67069390641825
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.203813056139023,55.26988883023266,1,0,0,77.48137069120835,77.10527948358965
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.203856924263743,55.25997184955442,1,0,0,56.81762472,90.42003686177875
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.20387702,55.260599127102566,1,0,0,69.55305209,87.37119135
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.20399302532248,55.27080714675889,1,0,0,72.36093175210438,87.40966073308468
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.204157993922344,55.27060026482977,1,0,0,71.72756845267445,78.70493213
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.204187293894183,55.27156492891684,1,1,1,49.01379574822188,90.45857069585468
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.204490385351228,55.274066255277816,1,0,0,59.81291243554102,100.23768573333058
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.204555388535614,55.27073422571642,1,0,0,54.75432986232949,83.07196815922876
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.20546830640612,55.27494203392462,1,0,0,56.00100937868863,85.71239628
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.20547433995893,55.26424037146207,1,1,1,51.94828248257124,98.6424034
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.20565227638334,55.27108588564391,1,0,0,91.52056734512084,78.51918658316491
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.20586875552065,55.28421184639273,1,0,0,49.841781810216034,75.95072154762254
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.20617945019934,55.26824280339941,1,0,0,66.59245668432405,100.19857493915444
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.206524902019225,55.27152602574417,1,0,0,64.72597482413043,75.78311772667871
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.20682866690704,55.27590465917688,1,0,0,51.64652946740243,76.01659231222189
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.206882498820185,55.26175590712052,1,0,0,58.356647941146086,72.28866793448154
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.207576231966208,55.26140892642373,1,0,0,50.41221543813225,75.98351721912732
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.20789899,55.26736189754767,1,0,0,57.99647422205836,102.98570573881432
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.20847503564677,55.27428282754985,1,0,0,59.64992389993764,82.77287981090547
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.20961944584887,55.262303604818825,1,0,0,56.96435674734085,80.35970029
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.209911161555457,55.27115319376981,1,0,0,67.09003757588512,59.36733665646887
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.210438355952935,55.27033589283295,1,0,0,59.28398740585936,91.18041086116814
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.21108350150676,55.27126448470089,1,0,0,64.09818656928513,76.25945562241279
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.21221477835303,55.27418664180854,1,0,0,39.81512135611362,84.39243265380026
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.21258852711368,55.28187933702178,1,0,0,73.66874267444524,72.49703274356007
Zone_1,Block_1,Pipe_4,Zone_1_Block_1_Pipe_4,25.213181559280947,55.26198149338733,1,0,0,49.72596448473989,63.24009486603149
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.196255563967675,55.27931132780011,1,0,0,61.30690024464382,88.33613267
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.196290029550823,55.27580167081326,1,0,0,54.19476550195277,61.88360911184972
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.196432674279556,55.27463866728119,1,1,1,52.64470057410233,94.50767183658424
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.196752299146212,55.26587746159017,1,0,0,47.06858456241352,79.42514246453942
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.19677000618932,55.26563677250716,1,0,0,63.91804005402547,56.82596116769899
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.19707772359311,55.27123583899702,1,0,0,67.15872745,87.23800564731778
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.19743876,55.26752950345711,1,0,0,57.80328112162488,65.09615726608946
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.199776023011893,55.27788727,1,0,0,39.09697101146843,56.52539159837331
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.20050647804317,55.27121291561654,1,0,0,48.18125874579199,66.4601846
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.20081821304625,55.26744367267801,1,0,0,55.87586182,73.64148391501107
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.200874047810807,55.26424696,1,0,0,56.94389385846197,83.05915786273992
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.200991432955185,55.27225711665458,1,0,0,62.96984673233186,84.88366725180605
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.20119569560493,55.26979329654669,1,0,0,65.19346514241172,79.30608174100486
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.201211159274912,55.26644077310982,1,0,0,65.22835488,83.74176418895108
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.202336735454445,55.27566556476287,1,0,0,63.957988487097474,65.90652249119063
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.20248392668301,55.26993266734316,1,0,0,57.95528779013878,100.87881331519878
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.202859592381177,55.27241523735388,1,0,0,71.63163752154959,62.00412102
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.203077638529862,55.25956504022883,1,0,0,57.74343619287748,83.96722527
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.203446287971037,55.26317311973819,1,0,0,61.05894453115234,90.32307959679324
Zone_1,Block_1,Pipe_5,Zone_1_Block_1_Pipe_5,25.20424430349096,55.27291233302872,1,0,0,75.49020151495188,70.83234272
